date,open,high,low,close,volume,change,changePercent
2013-12-09,50.23,51.01,49.61,49.78,49.78,49.78,49.78
2013-12-10,50.18,52.704,49.04,52.704,52.704,52.704,52.704
2013-12-11,52.09,52.09,50.03,51.3,51.3,51.3,51.3
2013-12-12,53.48,54.13,53.02,54.13,54.13,54.13,54.13
2013-12-13,52.96,55.9,51.55,54.58,54.58,54.58,54.58
2013-12-16,54.14,57.0,54.14,55.53,55.53,55.53,55.53
2013-12-17,57.31,57.31,54.57,55.67,55.67,55.67,55.67
2013-12-18,55.64,57.78,55.0,57.78,57.78,57.78,57.78
2013-12-19,54.8,56.1,54.8,55.76,55.76,55.76,55.76
2013-12-20,57.1,57.1,54.82,56.83,56.83,56.83,56.83
2013-12-23,55.9,60.62,55.73,60.42,60.42,60.42,60.42
2013-12-24,60.84,60.84,57.97,57.97,57.97,57.97,57.97
2013-12-26,60.44,60.56,59.16,60.56,60.56,60.56,60.56
2013-12-27,58.85,58.97,55.66,57.04,57.04,57.04,57.04
2013-12-30,56.4,56.7,55.56,55.56,55.56,55.56,55.56
2013-12-31,55.07,56.979,53.95,56.979,56.979,56.979,56.979
2014-01-02,55.82,57.41,55.82,57.41,57.41,57.41,57.41
2014-01-03,58.0,58.0,55.69,56.632,56.632,56.632,56.632
2014-01-06,54.6,58.5,54.6,58.5,58.5,58.5,58.5
2014-01-07,60.02,61.28,60.0,60.4,60.4,60.4,60.4
2014-01-08,59.64,59.75,59.34,59.34,59.34,59.34,59.34
2014-01-09,60.14,60.14,57.23,57.8,57.8,57.8,57.8
2014-01-10,57.81,59.76,57.81,59.76,59.76,59.76,59.76
2014-01-13,58.75,58.75,56.11,58.59,58.59,58.59,58.59
2014-01-14,57.7,60.1,57.7,60.1,60.1,60.1,60.1
2014-01-15,61.0,61.09,58.03,59.1,59.1,59.1,59.1
2014-01-16,58.5,59.33,58.19,58.19,58.19,58.19,58.19
2014-01-17,60.02,60.02,58.32,58.4,58.4,58.4,58.4
2014-01-21,59.0,61.18,57.1,60.19,60.19,60.19,60.19
2014-01-22,61.5,61.5,58.6,60.26,60.26,60.26,60.26
2014-01-23,56.55,58.87,55.7551,57.97,57.97,57.97,57.97
2014-01-24,58.79,58.79,54.5,57.16,57.16,57.16,57.16
2014-01-27,56.6,56.8027,53.45,54.53,54.53,54.53,54.53
2014-01-28,56.59,56.89,54.0,56.89,56.89,56.89,56.89
2014-01-29,56.7,56.7,55.33,55.84,55.84,55.84,55.84
2014-01-30,63.8,65.0,62.56,62.56,62.56,62.56,62.56
2014-01-31,61.03,64.85,61.03,64.85,64.85,64.85,64.85
2014-02-03,64.02,66.12,61.0,61.58,61.58,61.58,61.58
2014-02-04,65.0,65.24,63.27,63.3,63.3,63.3,63.3
2014-02-05,64.65,64.65,62.54,64.36,64.36,64.36,64.36
2014-02-06,62.16,64.69,62.16,63.33,63.33,63.33,63.33
2014-02-07,63.07,66.89,63.01,66.89,66.89,66.89,66.89
2014-02-10,64.62,67.16,64.62,66.322,66.322,66.322,66.322
2014-02-11,65.88,66.045,64.48,66.045,66.045,66.045,66.045
2014-02-12,68.04,68.04,64.73,65.43,65.43,65.43,65.43
2014-02-13,64.76,69.1,64.76,69.1,69.1,69.1,69.1
2014-02-14,68.36,70.05,67.16,68.63,68.63,68.63,68.63
2014-02-18,68.05,70.4,68.05,70.4,70.4,70.4,70.4
2014-02-19,70.09,71.14,68.59,68.59,68.59,68.59,68.59
2014-02-20,70.41,71.68,68.279,71.68,71.68,71.68,71.68
2014-02-21,71.96,71.96,69.06,71.88,71.88,71.88,71.88
2014-02-24,70.12,74.66,70.12,71.71,71.71,71.71,71.71
2014-02-25,71.93,72.44,71.35,72.44,72.44,72.44,72.44
2014-02-26,70.7,72.12,70.7,72.12,72.12,72.12,72.12
2014-02-27,71.34,73.03,71.34,72.12,72.12,72.12,72.12
2014-02-28,72.96,73.03,69.16,70.7,70.7,70.7,70.7
2014-03-03,68.66,68.69,66.52,67.88,67.88,67.88,67.88
2014-03-04,71.27,72.0,68.0,72.0,72.0,72.0,72.0
2014-03-05,71.7,75.54,71.61,71.61,71.61,71.61,71.61
2014-03-06,73.98,74.21,70.98,70.98,70.98,70.98,70.98
2014-03-07,73.62,73.62,72.64,73.2,73.2,73.2,73.2
2014-03-10,72.16,74.4,71.68,73.96,73.96,73.96,73.96
2014-03-11,73.0,75.5,72.0,72.0,72.0,72.0,72.0
2014-03-12,72.37,74.0866,71.0,74.0866,74.0866,74.0866,74.0866
2014-03-13,74.43,74.43,69.66,69.66,69.66,69.66,69.66
2014-03-14,71.49,72.6,68.61,68.61,68.61,68.61,68.61
2014-03-17,69.79,71.4114,66.94,71.4114,71.4114,71.4114,71.4114
2014-03-18,70.1,71.5,70.1,71.13,71.13,71.13,71.13
2014-03-19,70.21,71.84,68.83,68.83,68.83,68.83,68.83
2014-03-20,68.79,71.06,68.79,69.79,69.79,69.79,69.79
2014-03-21,68.27,70.46,67.7813,70.46,70.46,70.46,70.46
2014-03-24,69.09,69.09,65.4,65.4,65.4,65.4,65.4
2014-03-25,66.62,66.62,63.91,65.72,65.72,65.72,65.72
2014-03-26,65.74,66.43,60.767,60.767,60.767,60.767,60.767
2014-03-27,61.53,63.51,60.02,63.51,63.51,63.51,63.51
2014-03-28,64.01,64.46,60.647,61.4,61.4,61.4,61.4
2014-03-31,61.18,61.78,60.22,61.78,61.78,61.78,61.78
2014-04-01,62.57,63.69,60.42,63.35,63.35,63.35,63.35
2014-04-02,64.96,65.8,63.98,63.98,63.98,63.98,63.98
2014-04-03,63.08,65.62,61.4,62.11,62.11,62.11,62.11
2014-04-04,62.77,62.77,57.3,57.792,57.792,57.792,57.792
2014-04-07,57.65,59.0,57.14,58.16,58.16,58.16,58.16
2014-04-08,58.12,60.91,57.48,58.7179,58.7179,58.7179,58.7179
2014-04-09,62.19,65.3391,59.7927,65.09,65.09,65.09,65.09
2014-04-10,66.17,66.17,61.29,61.64,61.64,61.64,61.64
2014-04-11,59.08,61.65,58.38,61.28,61.28,61.28,61.28
2014-04-14,61.96,61.96,59.74,60.61,60.61,60.61,60.61
2014-04-15,60.62,60.62,56.05,59.38,59.38,59.38,59.38
2014-04-16,60.83,61.97,57.78,61.97,61.97,61.97,61.97
2014-04-17,62.03,62.36,59.99,61.19,61.19,61.19,61.19
2014-04-21,59.77,63.55,59.47,62.33,62.33,62.33,62.33
2014-04-22,63.13,65.26,63.13,65.2208,65.2208,65.2208,65.2208
2014-04-23,64.34,65.1,62.69,62.69,62.69,62.69,62.69
2014-04-24,65.72,65.91,61.79,62.4,62.4,62.4,62.4
2014-04-25,62.66,63.01,57.63,58.21,58.21,58.21,58.21
2014-04-28,60.03,60.93,55.5,57.7,57.7,57.7,57.7
2014-04-29,57.17,60.72,57.17,58.5,58.5,58.5,58.5
2014-04-30,57.9,61.3,57.9,61.3,61.3,61.3,61.3
2014-05-01,62.39,64.91,62.39,63.48,63.48,63.48,63.48
2014-05-02,64.07,64.33,60.9,60.9,60.9,60.9,60.9
2014-05-05,62.66,62.66,60.76,62.42,62.42,62.42,62.42
2014-05-06,62.43,62.64,59.2,59.2,59.2,59.2,59.2
2014-05-07,59.96,60.0,56.95,57.73,57.73,57.73,57.73
2014-05-08,58.96,59.35,56.9,58.62,58.62,58.62,58.62
2014-05-09,57.25,59.75,57.25,58.11,58.11,58.11,58.11
2014-05-12,58.08,61.66,58.08,61.66,61.66,61.66,61.66
2014-05-13,60.73,62.01,60.73,61.81,61.81,61.81,61.81
2014-05-14,59.53,61.57,59.53,60.31,60.31,60.31,60.31
2014-05-15,60.73,60.73,58.435,58.435,58.435,58.435,58.435
2014-05-16,60.58,60.95,57.35,59.0109,59.0109,59.0109,59.0109
2014-05-19,59.75,61.06,59.75,60.17,60.17,60.17,60.17
2014-05-20,62.37,62.37,59.27,59.27,59.27,59.27,59.27
2014-05-21,59.34,63.12,58.28,63.12,63.12,63.12,63.12
2014-05-22,62.29,63.13,62.1,62.5,62.5,62.5,62.5
2014-05-23,61.1,63.04,60.66,61.787,61.787,61.787,61.787
2014-05-27,64.35,66.42,64.15,65.66,65.66,65.66,65.66
2014-05-28,63.48,65.17,63.48,65.17,65.17,65.17,65.17
2014-05-29,64.38,66.73,64.31,66.73,66.73,66.73,66.73
2014-05-30,66.63,66.68,63.89,64.2,64.2,64.2,64.2
2014-06-02,63.97,64.93,63.66,63.66,63.66,63.66,63.66
2014-06-03,64.86,66.53,63.5,63.5,63.5,63.5,63.5
2014-06-04,64.8,66.19,63.69,65.62,65.62,65.62,65.62
2014-06-05,65.71,67.42,64.12,65.744,65.744,65.744,65.744
2014-06-06,66.11,66.11,63.07,64.1,64.1,64.1,64.1
2014-06-09,65.3,65.3,63.74,64.75,64.75,64.75,64.75
2014-06-10,65.06,68.9,65.06,67.14,67.14,67.14,67.14
2014-06-11,66.34,68.0,65.7,66.579,66.579,66.579,66.579
2014-06-12,69.11,69.11,65.74,66.6804,66.6804,66.6804,66.6804
2014-06-13,65.87,67.07,64.92,65.7,65.7,65.7,65.7
2014-06-16,66.74,66.74,65.43,65.43,65.43,65.43,65.43
2014-06-17,66.6,67.56,66.1,66.1,66.1,66.1,66.1
2014-06-18,67.11,68.5,65.39,68.5,68.5,68.5,68.5
2014-06-19,66.1,67.0122,66.1,67.0122,67.0122,67.0122,67.0122
2014-06-20,65.23,65.9,64.12,65.9,65.9,65.9,65.9
2014-06-23,65.9,67.22,64.25,66.65,66.65,66.65,66.65
2014-06-24,66.09,70.05,66.04,66.04,66.04,66.04,66.04
2014-06-25,67.06,70.13,65.69,68.19,68.19,68.19,68.19
2014-06-26,71.34,71.34,69.36,69.36,69.36,69.36,69.36
2014-06-27,70.52,70.6,66.98,70.0,70.0,70.0,70.0
2014-06-30,67.52,69.81,67.52,69.81,69.81,69.81,69.81
2014-07-01,67.77,70.47,67.77,70.47,70.47,70.47,70.47
2014-07-02,70.48,71.7,68.88,69.71,69.71,69.71,69.71
2014-07-03,68.98,70.0,67.26,67.26,67.26,67.26,67.26
2014-07-07,69.19,69.19,66.14,68.21,68.21,68.21,68.21
2014-07-08,65.87,68.07,63.49,63.99,63.99,63.99,63.99
2014-07-09,65.84,66.27,65.58,66.27,66.27,66.27,66.27
2014-07-10,65.69,68.17,65.5539,65.5539,65.5539,65.5539,65.5539
2014-07-11,65.87,68.91,65.87,67.05,67.05,67.05,67.05
2014-07-14,67.77,70.35,67.77,69.6,69.6,69.6,69.6
2014-07-15,68.11,68.5548,67.92,68.498,68.498,68.498,68.498
2014-07-16,70.58,70.58,68.76,69.04,69.04,69.04,69.04
2014-07-17,70.04,70.04,67.55,67.6154,67.6154,67.6154,67.6154
2014-07-18,69.6,71.5467,68.13,71.5467,71.5467,71.5467,71.5467
2014-07-21,71.55,73.13,68.5,69.5,69.5,69.5,69.5
2014-07-22,72.47,72.47,69.94,72.21,72.21,72.21,72.21
2014-07-23,72.63,74.14,71.76,74.14,74.14,74.14,74.14
2014-07-24,76.27,79.03,75.82,75.82,75.82,75.82,75.82
2014-07-25,77.57,78.45,77.215,78.45,78.45,78.45,78.45
2014-07-28,75.86,78.4,75.86,78.4,78.4,78.4,78.4
2014-07-29,75.92,76.1139,74.55,74.55,74.55,74.55,74.55
2014-07-30,77.42,78.232,74.48,78.232,78.232,78.232,78.232
2014-07-31,76.0,76.0,73.55,73.55,73.55,73.55,73.55
2014-08-01,73.0,74.48,71.91,73.03,73.03,73.03,73.03
2014-08-04,75.45,75.52,74.5,74.5,74.5,74.5,74.5
2014-08-05,75.4,76.25,74.45,76.25,76.25,76.25,76.25
2014-08-06,73.92,75.02,73.92,74.88,74.88,74.88,74.88
2014-08-07,74.0,77.0,74.0,76.14,76.14,76.14,76.14
2014-08-08,75.8,75.8,73.42,73.42,73.42,73.42,73.42
2014-08-11,74.61,77.0,74.46,76.37,76.37,76.37,76.37
2014-08-12,73.42,75.7698,73.42,73.55,73.55,73.55,73.55
2014-08-13,74.5,76.04,74.04,74.04,74.04,74.04,74.04
2014-08-14,74.77,76.59,74.77,76.391,76.391,76.391,76.391
2014-08-15,77.64,77.64,73.0,77.22,77.22,77.22,77.22
2014-08-18,77.0,77.3,74.32,75.41,75.41,75.41,75.41
2014-08-19,75.43,78.35,75.43,78.35,78.35,78.35,78.35
2014-08-20,77.1,77.1,75.85,75.85,75.85,75.85,75.85
2014-08-21,75.97,78.1319,75.97,77.05,77.05,77.05,77.05
2014-08-22,77.05,77.05,76.0,76.0,76.0,76.0,76.0
2014-08-25,75.22,78.3,75.22,78.3,78.3,78.3,78.3
2014-08-26,76.0,79.3918,75.52,79.3918,79.3918,79.3918,79.3918
2014-08-27,77.53,77.97,75.56,75.56,75.56,75.56,75.56
2014-08-28,78.0,78.0,75.062,75.062,75.062,75.062,75.062
2014-08-29,76.0,78.05,75.21,78.05,78.05,78.05,78.05
2014-09-01,77.47,78.88,75.54,78.88,78.88,78.88,78.88
2014-09-02,76.87,77.7,76.87,77.03,77.03,77.03,77.03
2014-09-03,78.2,80.47,76.19,76.19,76.19,76.19,76.19
2014-09-04,76.89,78.93,76.89,78.93,78.93,78.93,78.93
2014-09-05,79.8,79.8,77.96,77.96,77.96,77.96,77.96
2014-09-08,78.5,79.1,78.5,78.85,78.85,78.85,78.85
2014-09-09,79.8,79.8,76.72,76.72,76.72,76.72,76.72
2014-09-10,79.56,81.74,78.71,78.71,78.71,78.71,78.71
2014-09-11,79.89,80.59,79.89,80.37,80.37,80.37,80.37
2014-09-12,78.26,80.5,78.26,79.66,79.66,79.66,79.66
2014-09-15,80.24,80.24,75.72,77.56,77.56,77.56,77.56
2014-09-16,74.2,79.3,73.1,77.71,77.71,77.71,77.71
2014-09-17,79.17,79.17,77.08,77.08,77.08,77.08,77.08
2014-09-18,77.76,80.94,76.83,79.0,79.0,79.0,79.0
2014-09-19,80.2,81.9,78.4,81.71,81.71,81.71,81.71
2014-09-22,77.0,78.89,77.0,78.2,78.2,78.2,78.2
2014-09-23,76.8,79.74,76.8,79.74,79.74,79.74,79.74
2014-09-24,78.6,79.98,78.6,79.842,79.842,79.842,79.842
2014-09-25,81.4,82.64,77.53,77.53,77.53,77.53,77.53
2014-09-26,79.38,80.53,78.0,80.53,80.53,80.53,80.53
2014-09-29,78.38,82.0,78.38,82.0,82.0,82.0,82.0
2014-09-30,83.0,83.6342,80.8,82.54,82.54,82.54,82.54
2014-10-01,82.65,82.65,77.27,77.27,77.27,77.27,77.27
2014-10-02,77.71,80.21,77.71,80.21,80.21,80.21,80.21
2014-10-03,78.32,80.59,77.91,77.91,77.91,77.91,77.91
2014-10-06,80.17,81.45,80.17,80.568,80.568,80.568,80.568
2014-10-07,77.92,81.21,77.27,77.27,77.27,77.27,77.27
2014-10-08,77.58,81.07,76.7,78.56,78.56,78.56,78.56
2014-10-09,79.81,79.81,76.4,78.41,78.41,78.41,78.41
2014-10-10,78.59,78.59,75.58,75.58,75.58,75.58,75.58
2014-10-13,75.11,78.15,74.99,74.99,74.99,74.99,74.99
2014-10-14,76.0,76.61,75.55,76.61,76.61,76.61,76.61
2014-10-15,75.05,77.2,72.45,76.44,76.44,76.44,76.44
2014-10-16,73.88,76.74,72.91,74.2,74.2,74.2,74.2
2014-10-17,77.3,77.4,73.79,77.4,77.4,77.4,77.4
2014-10-20,78.1,79.6,78.1,79.32,79.32,79.32,79.32
2014-10-21,80.9,80.9,77.5,80.77,80.77,80.77,80.77
2014-10-22,81.522,83.39,80.11,80.11,80.11,80.11,80.11
2014-10-23,80.02,83.9,79.15,83.0,83.0,83.0,83.0
2014-10-24,82.17,82.17,80.51,80.51,80.51,80.51,80.51
2014-10-27,84.4,84.4,81.07,81.07,81.07,81.07,81.07
2014-10-28,76.52,79.38,75.35,79.38,79.38,79.38,79.38
2014-10-29,75.83,79.61,75.83,79.61,79.61,79.61,79.61
2014-10-30,77.01,78.12,73.8,74.29,74.29,74.29,74.29
2014-10-31,77.15,78.14,76.24,76.24,76.24,76.24,76.24
2014-11-03,78.65,79.28,75.1,77.53,77.53,77.53,77.53
2014-11-04,74.87,79.28,74.35,79.28,79.28,79.28,79.28
2014-11-05,80.19,80.19,75.25,75.25,75.25,75.25,75.25
2014-11-06,74.9,78.87,74.9,78.87,78.87,78.87,78.87
2014-11-07,77.73,77.73,76.23,76.4,76.4,76.4,76.4
2014-11-10,77.2,79.2168,74.65,77.0,77.0,77.0,77.0
2014-11-11,77.57,77.57,75.34,75.56,75.56,75.56,75.56
2014-11-12,76.29,76.29,73.98,74.96,74.96,74.96,74.96
2014-11-13,76.22,78.62,75.53,77.12,77.12,77.12,77.12
2014-11-14,76.55,77.85,75.73,75.73,75.73,75.73,75.73
2014-11-17,75.77,77.619,73.89,76.72,76.72,76.72,76.72
2014-11-18,75.19,77.2,75.19,76.86,76.86,76.86,76.86
2014-11-19,75.08,76.06,75.08,76.06,76.06,76.06,76.06
2014-11-20,73.9,76.6,73.9,76.6,76.6,76.6,76.6
2014-11-21,76.9,76.9,74.99,74.99,74.99,74.99,74.99
2014-11-24,74.53,77.38,73.96,74.31,74.31,74.31,74.31
2014-11-25,74.52,77.76,74.52,76.5,76.5,76.5,76.5
2014-11-26,79.2,79.69,78.52,78.52,78.52,78.52,78.52
2014-11-27,76.42,80.82,75.89,78.09,78.09,78.09,78.09
2014-11-28,80.41,80.41,77.72,80.1,80.1,80.1,80.1
2014-12-01,78.44,80.0,75.3,75.9,75.9,75.9,75.9
2014-12-02,75.44,77.91,75.44,76.42,76.42,76.42,76.42
2014-12-03,78.73,78.73,75.18,75.18,75.18,75.18,75.18
2014-12-04,76.53,76.56,75.4,76.56,76.56,76.56,76.56
2014-12-05,79.1,79.1,75.69,78.04,78.04,78.04,78.04
2014-12-08,78.26,79.81,78.1,79.81,79.81,79.81,79.81
2014-12-09,76.4,79.59,75.92,77.26,77.26,77.26,77.26
2014-12-10,78.39,79.4,77.43,77.43,77.43,77.43,77.43
2014-12-11,79.63,80.73,78.45,80.73,80.73,80.73,80.73
2014-12-12,77.62,81.04,77.62,81.04,81.04,81.04,81.04
2014-12-15,80.7,81.14,77.33,77.33,77.33,77.33,77.33
2014-12-16,78.85,78.98,77.65,77.65,77.65,77.65,77.65
2014-12-17,78.26,78.26,76.27,76.27,76.27,76.27,76.27
2014-12-18,78.49,80.6,78.49,80.6,80.6,80.6,80.6
2014-12-19,78.99,83.46,78.99,83.46,83.46,83.46,83.46
2014-12-22,81.49,83.93,81.49,83.93,83.93,83.93,83.93
2014-12-23,83.49,84.37,81.9,84.37,84.37,84.37,84.37
2014-12-24,82.48,84.59,82.48,84.59,84.59,84.59,84.59
2014-12-26,82.69,84.667,81.45,84.667,84.667,84.667,84.667
2014-12-29,83.12,83.12,81.1,82.46,82.46,82.46,82.46
2014-12-30,79.9,82.6,79.9,80.08,80.08,80.08,80.08
2014-12-31,79.94,82.8,79.94,81.25,81.25,81.25,81.25
2015-01-02,82.35,82.35,78.3,79.76,79.76,79.76,79.76
2015-01-05,81.22,81.6119,79.68,80.35,80.35,80.35,80.35
2015-01-06,79.76,80.73,77.67,78.83,78.83,78.83,78.83
2015-01-07,78.43,79.47,78.43,79.47,79.47,79.47,79.47
2015-01-08,77.69,81.493,77.61,81.493,81.493,81.493,81.493
2015-01-09,78.8,79.9,78.07,78.07,78.07,78.07,78.07
2015-01-12,78.34,81.0,78.34,79.97,79.97,79.97,79.97
2015-01-13,77.57,80.37,76.54,78.98,78.98,78.98,78.98
2015-01-14,76.55,80.0,76.55,79.73,79.73,79.73,79.73
2015-01-15,77.5,80.25,74.54,74.73,74.73,74.73,74.73
2015-01-16,74.99,76.61,74.99,76.61,76.61,76.61,76.61
2015-01-20,77.5,79.51,76.8,78.42,78.42,78.42,78.42
2015-01-21,78.24,78.4,76.93,77.93,77.93,77.93,77.93
2015-01-22,78.34,81.33,76.9,78.0,78.0,78.0,78.0
2015-01-23,79.39,79.78,77.88,79.78,79.78,79.78,79.78
2015-01-26,80.12,80.156,77.77,80.156,80.156,80.156,80.156
2015-01-27,77.75,79.54,76.11,79.54,79.54,79.54,79.54
2015-01-28,80.7,80.7,78.0,78.93,78.93,78.93,78.93
2015-01-29,77.34,80.37,74.39,79.0,79.0,79.0,79.0
2015-01-30,81.0,81.0,76.69,76.69,76.69,76.69,76.69
2015-02-02,77.08,79.25,76.73,77.18,77.18,77.18,77.18
2015-02-03,76.98,78.9,74.61,78.9,78.9,78.9,78.9
2015-02-04,78.02,80.02,75.6,76.17,76.17,76.17,76.17
2015-02-05,79.34,79.34,76.88,78.331,78.331,78.331,78.331
2015-02-06,75.83,79.1,75.83,76.28,76.28,76.28,76.28
2015-02-09,74.52,78.1,74.52,75.23,75.23,75.23,75.23
2015-02-10,78.09,78.09,77.35,77.35,77.35,77.35,77.35
2015-02-11,78.45,79.02,77.16,79.02,79.02,79.02,79.02
2015-02-12,80.28,80.28,77.52,77.52,77.52,77.52,77.52
2015-02-13,77.79,77.79,77.54,77.54,77.54,77.54,77.54
2015-02-17,75.9,79.86,75.81,76.9,76.9,76.9,76.9
2015-02-18,78.12,80.02,77.98,80.02,80.02,80.02,80.02
2015-02-19,77.374,80.96,77.25,80.6,80.6,80.6,80.6
2015-02-20,81.91,83.814,79.3,83.814,83.814,83.814,83.814
2015-02-23,83.5,83.5,78.78,80.31,80.31,80.31,80.31
2015-02-24,82.0,82.0,78.62,78.62,78.62,78.62,78.62
2015-02-25,79.0,83.6,79.0,82.97,82.97,82.97,82.97
2015-02-26,82.57,85.35,80.87,80.87,80.87,80.87,80.87
2015-02-27,82.14,84.05,81.55,81.99,81.99,81.99,81.99
2015-03-02,80.0,83.56,79.45,83.56,83.56,83.56,83.56
2015-03-03,81.86,83.1,79.38,83.1,83.1,83.1,83.1
2015-03-04,82.2,83.87,79.29,83.87,83.87,83.87,83.87
2015-03-05,83.79,83.79,81.83,82.86,82.86,82.86,82.86
2015-03-06,82.5,84.03,80.081,80.081,80.081,80.081,80.081
2015-03-09,83.27,83.27,78.64,80.01,80.01,80.01,80.01
2015-03-10,81.1,81.1,79.24,79.24,79.24,79.24,79.24
2015-03-11,80.1,81.05,78.12,78.12,78.12,78.12,78.12
2015-03-12,80.5,82.75,80.5,82.75,82.75,82.75,82.75
2015-03-13,79.1,82.08,79.1,81.55,81.55,81.55,81.55
2015-03-16,79.82,80.79,77.49,80.79,80.79,80.79,80.79
2015-03-17,80.15,80.289,80.04,80.289,80.289,80.289,80.289
2015-03-18,81.04,84.59,80.65,84.59,84.59,84.59,84.59
2015-03-19,85.14,85.46,85.0,85.46,85.46,85.46,85.46
2015-03-20,86.74,86.74,84.5,84.5,84.5,84.5,84.5
2015-03-23,84.56,88.44,84.2,88.44,88.44,88.44,88.44
2015-03-24,84.95,87.0916,84.95,86.43,86.43,86.43,86.43
2015-03-25,87.2,87.2,86.78,87.05,87.05,87.05,87.05
2015-03-26,86.32,86.32,83.63,83.83,83.83,83.83,83.83
2015-03-27,86.73,88.12,84.74,86.9,86.9,86.9,86.9
2015-03-30,85.91,87.49,82.52,85.788,85.788,85.788,85.788
2015-03-31,86.5,86.5,83.144,83.144,83.144,83.144,83.144
2015-04-01,84.6,85.496,84.6,85.496,85.496,85.496,85.496
2015-04-02,82.92,86.42,82.25,83.735,83.735,83.735,83.735
2015-04-06,81.6,85.39,81.6,84.81,84.81,84.81,84.81
2015-04-07,84.62,85.88,82.74,84.18,84.18,84.18,84.18
2015-04-08,85.68,86.2,83.45,85.03,85.03,85.03,85.03
2015-04-09,85.8,86.7,82.81,83.99,83.99,83.99,83.99
2015-04-10,85.73,86.55,83.26,84.76,84.76,84.76,84.76
2015-04-13,84.24,86.54,83.79,86.54,86.54,86.54,86.54
2015-04-14,85.11,87.28,83.625,83.625,83.625,83.625,83.625
2015-04-15,84.62,87.74,83.62,84.323,84.323,84.323,84.323
2015-04-16,85.9,85.9,83.11,83.11,83.11,83.11,83.11
2015-04-17,84.17,84.74,83.31,84.036,84.036,84.036,84.036
2015-04-20,81.88,86.67,81.88,86.67,86.67,86.67,86.67
2015-04-21,87.0,87.0,84.1,85.15,85.15,85.15,85.15
2015-04-22,84.6,87.29,84.6,86.02,86.02,86.02,86.02
2015-04-23,84.2,88.66,84.2,86.06,86.06,86.06,86.06
2015-04-24,84.71,85.29,84.71,85.24,85.24,85.24,85.24
2015-04-27,82.94,86.36,82.94,83.66,83.66,83.66,83.66
2015-04-28,85.39,85.39,80.94,83.04,83.04,83.04,83.04
2015-04-29,80.6,84.27,79.88,81.471,81.471,81.471,81.471
2015-04-30,81.21,84.06,79.8,79.8,79.8,79.8,79.8
2015-05-01,79.73,80.55,79.12,79.12,79.12,79.12,79.12
2015-05-04,81.5,82.12,81.5,82.12,82.12,82.12,82.12
2015-05-05,78.81,81.05,77.86,77.86,77.86,77.86,77.86
2015-05-06,81.57,81.57,78.1,78.1,78.1,78.1,78.1
2015-05-07,78.0,82.78,78.0,80.683,80.683,80.683,80.683
2015-05-08,80.3,80.3,79.16,79.16,79.16,79.16,79.16
2015-05-11,81.3,81.72,78.96,78.96,78.96,78.96,78.96
2015-05-12,78.54,80.69,78.54,80.69,80.69,80.69,80.69
2015-05-13,78.91,82.34,78.91,80.37,80.37,80.37,80.37
2015-05-14,82.81,83.781,80.07,82.27,82.27,82.27,82.27
2015-05-15,84.46,84.46,81.45,82.57,82.57,82.57,82.57
2015-05-18,83.69,83.69,80.95,83.43,83.43,83.43,83.43
2015-05-19,81.88,84.36,81.88,82.01,82.01,82.01,82.01
2015-05-20,83.41,83.41,81.12,81.71,81.71,81.71,81.71
2015-05-21,83.52,83.52,82.9,83.48,83.48,83.48,83.48
2015-05-22,83.87,85.04,81.07,84.13,84.13,84.13,84.13
2015-05-26,83.68,83.68,81.151,81.151,81.151,81.151,81.151
2015-05-27,81.9,82.65,80.52,82.39,82.39,82.39,82.39
2015-05-28,80.47,83.9759,80.47,83.838,83.838,83.838,83.838
2015-05-29,83.62,83.62,80.11,81.44,81.44,81.44,81.44
2015-06-01,80.9,82.86,78.83,82.86,82.86,82.86,82.86
2015-06-02,82.14,85.3,81.11,83.966,83.966,83.966,83.966
2015-06-03,85.32,86.1,84.4,86.1,86.1,86.1,86.1
2015-06-04,84.53,84.62,82.8,84.01,84.01,84.01,84.01
2015-06-05,83.65,85.13,83.65,84.75,84.75,84.75,84.75
2015-06-08,85.09,85.09,83.15,83.5,83.5,83.5,83.5
2015-06-09,80.7,83.35,79.42,81.7,81.7,81.7,81.7
2015-06-10,84.83,84.83,81.34,82.97,82.97,82.97,82.97
2015-06-11,83.9,84.6,82.44,83.51,83.51,83.51,83.51
2015-06-12,83.81,85.43,82.3,85.43,85.43,85.43,85.43
2015-06-15,83.49,83.49,81.46,81.46,81.46,81.46,81.46
2015-06-16,81.79,84.38,81.33,81.33,81.33,81.33,81.33
2015-06-17,83.63,84.76,83.63,83.74,83.74,83.74,83.74
2015-06-18,84.44,86.009,83.29,86.009,86.009,86.009,86.009
2015-06-19,85.29,85.29,82.2,85.25,85.25,85.25,85.25
2015-06-22,87.52,87.52,85.34,86.82,86.82,86.82,86.82
2015-06-23,85.35,90.77,85.35,88.57,88.57,88.57,88.57
2015-06-24,90.49,90.49,88.89,89.62,89.62,89.62,89.62
2015-06-25,93.24,93.24,90.699,90.93,90.93,90.93,90.93
2015-06-26,92.02,92.02,89.68,89.68,89.68,89.68,89.68
2015-06-29,88.32,90.0,86.58,86.8,86.8,86.8,86.8
2015-06-30,88.0,89.042,88.0,89.042,89.042,89.042,89.042
2015-07-01,88.89,90.57,87.3,90.57,90.57,90.57,90.57
2015-07-02,91.0,91.7,86.3994,90.812,90.812,90.812,90.812
2015-07-06,87.26,91.7283,87.26,88.71,88.71,88.71,88.71
